Switches; Producers; Consumers; Time
2;50;10;0.0011569940000000002
2;50;20;0.0022289939999999998
2;50;30;0.003300994
2;50;40;0.004372994
2;50;50;0.005444994
5;1;1;0.00013717200000000008
5;1;2;0.00013814800000000005
5;1;5;0.00014107599999999996
5;1;10;0.00014595600000000004
5;1;20;0.00015571599999999997
5;1;30;0.0001654759999999999
5;1;40;0.00017565599999999995
5;1;50;0.0001970959999999999
5;2;1;0.00013834000000000003
5;2;2;0.0001401
5;2;5;0.00014595600000000004
5;2;10;0.00015571599999999997
5;2;20;0.00017565599999999995
5;2;30;0.00021853600000000008
5;2;40;0.000261416
5;2;50;0.0003042959999999999
5;5;1;0.0001418439999999999
5;5;2;0.00014595600000000004
5;5;5;0.00016059600000000005
5;5;10;0.0001970959999999999
5;5;20;0.0003042959999999999
5;5;30;0.0004114959999999999
5;5;40;0.0005186959999999999
5;5;50;0.0006258959999999999
5;10;1;0.00014768399999999992
5;10;2;0.00015571599999999997
5;10;5;0.0001970959999999999
5;10;10;0.0003042959999999999
5;10;20;0.0005186959999999999
5;10;30;0.0007330959999999999
5;10;40;0.0009474959999999999
5;10;50;0.001161896
5;20;1;0.00015936399999999995
5;20;2;0.00017565599999999995
5;20;5;0.0003042959999999999
5;20;10;0.0005186959999999999
5;20;20;0.0009474959999999999
5;20;30;0.001376296
5;20;40;0.001805096
5;20;50;0.002233896
5;30;1;0.00017104399999999997
5;30;2;0.00021853600000000008
5;30;5;0.0004114959999999999
5;30;10;0.0007330959999999999
5;30;20;0.001376296
5;30;30;0.002019496
5;30;40;0.002662696
5;30;50;0.003305896
5;40;1;0.000186512
5;40;2;0.00027208000000000006
5;40;5;0.00052936
5;40;10;0.00095816
5;40;20;0.00181576
5;40;30;0.00267336
5;40;40;0.0035309599999999997
5;40;50;0.00438856
5;50;1;0.000219632
5;50;2;0.00032664
5;50;5;0.00064824
5;50;10;0.00118424
5;50;20;0.00225624
5;50;30;0.0033282399999999997
5;50;40;0.00440024
5;50;50;0.00547224
10;1;1;0.000271482
10;1;2;0.00027245799999999995
10;1;5;0.0002753860000000001
10;1;10;0.00028026599999999994
10;1;20;0.0002900260000000001
10;1;30;0.000299786
10;1;40;0.00030954599999999995
10;1;50;0.0003193059999999999
10;2;1;0.00027264999999999993
10;2;2;0.0002744099999999999
10;2;5;0.00028026599999999994
10;2;10;0.0002900260000000001
10;2;20;0.00030954599999999995
10;2;30;0.00032906600000000004
10;2;40;0.000350796
10;2;50;0.0003936759999999999
10;5;1;0.000276154
10;5;2;0.00028026599999999994
10;5;5;0.00029490599999999994
10;5;10;0.0003193059999999999
10;5;20;0.0003936759999999999
10;5;30;0.0005008759999999999
10;5;40;0.0006080759999999999
10;5;50;0.0007152759999999999
10;10;1;0.00028199400000000004
10;10;2;0.0002900260000000001
10;10;5;0.0003193059999999999
10;10;10;0.0003936759999999999
10;10;20;0.0006080759999999999
10;10;30;0.0008224759999999999
10;10;40;0.001036876
10;10;50;0.001251276
10;20;1;0.00029367400000000006
10;20;2;0.00030954599999999995
10;20;5;0.0003936759999999999
10;20;10;0.0006080759999999999
10;20;20;0.001036876
10;20;30;0.001465676
10;20;40;0.001894476
10;20;50;0.002323276
10;30;1;0.0003053540000000001
10;30;2;0.00032906600000000004
10;30;5;0.0005008759999999999
10;30;10;0.0008224759999999999
10;30;20;0.001465676
10;30;30;0.002108876
10;30;40;0.002752076
10;30;50;0.003395276
10;40;1;0.0003170339999999999
10;40;2;0.000350796
10;40;5;0.0006080759999999999
10;40;10;0.001036876
10;40;20;0.001894476
10;40;30;0.002752076
10;40;40;0.003609676
10;40;50;0.004467276
10;50;1;0.0003287139999999999
10;50;2;0.0003936759999999999
10;50;5;0.0007152759999999999
10;50;10;0.001251276
10;50;20;0.002323276
10;50;30;0.003395276
10;50;40;0.004467276
10;50;50;0.005539276
